MezheYeshut,GISId,MisparYeshut,MisparYeshutAv,AchuzHachtamot,AchuzHachtamotMitcham,Bayt,GushChelka,KamutDirot,KamutTziburi,kaymetminhelet,KodMinhelet,KtovetAishKesher,MachozMinhal,MahutBakasha,MechirMemutza,mitve,Rechov,SemelIishuv,ShemMitcham,ShnatBakasha,ShnatHryter,ShnatIchlus,Status,TaarichMechiraRishona,YachadKayam,YachadMutza,YachadTabo,YachadTosafti,Yazam,Yeshut,Yeshuv,BakashaLeHeter,Heter1,Ichlus1
16-646370,646370,16001370,NULL,NULL,NULL,36,NULL,NULL,NULL,כן,8600,"הירדן 36,רמת גן",תל אביב,"הריסת בנין קיים בן 3 קומות על הקרקע  8 יח""ד. ובניה מחדש בנין בן 8 קומות מעל קומת קרקע וקומת גג חלקית , מעל 3 מרתפי חניה הכוללים 28 חניות, מתוכן 4 יח""ד במכפילי חניה תת קרקעיים. סה""כ 28 יח""ד מתוכן 2 יח""ד בקומת הקרקע ו 2 יח""ד בקומת הגג .",NULL,"תמ""א - הריסה ובנייה מחדש",הירדן,8600,NULL,2016,NULL,NULL,  הגשת בקשה להיתר,NULL,8,28,NULL,20,NULL,"תמ""א",רמת גן,2016-09-27,NULL,NULL
16-646409,646409,16001372,NULL,NULL,NULL,7,NULL,NULL,NULL,כן,8600,"סיירת דוכיפת 7,רמת גן",תל אביב,"הריסת בניין קיים בן קומה אחת ויח""ד אחת ובניית בנין בן 5 קומות מעל קומת קרקע וקומת גג חלקית ללא מרתף חניה, סה""כ 6 יח""ד מתוכן 0 בקומת הקרקע ו-1 יח""ד בקומת הגג 6 חניות, מתוכן 3 מכפילי חניה.",NULL,"תמ""א - הריסה ובנייה מחדש",סיירת דוכיפת,8600,NULL,2014,NULL,NULL,  הגשת בקשה להיתר,NULL,1,6,NULL,5,NULL,"תמ""א",רמת גן,2014-08-18,NULL,NULL
16-646425,646425,16001374,NULL,NULL,NULL,5,NULL,NULL,NULL,כן,8600,"דנגור 5,רמת גן",תל אביב,"חיזוק מבנה קיים 3 קומות מעל קומת עמודים (9 יח""ד) ותוספת 8 יח""ד ב-2.5 קומות",NULL,"תמ""א - חיזוק ועיבוי",דנגור,8600,NULL,2014,NULL,NULL,  הגשת בקשה להיתר,NULL,9,17,NULL,8,NULL,"תמ""א",רמת גן,2014-01-22,NULL,NULL
16-646426,646426,16001375,NULL,NULL,NULL,7,NULL,NULL,1,כן,8600,"דנגור 7,רמת גן",תל אביב,"חיזוק  מבנה בן 3 קומות מעל קומת עמודים עם 9 דירות ומרתף, מוסיפים 2 קומות ודירת פנטהאוז, תוספת של 7 יח""ד סה""כ קיים + מוצע 16 יח""ד. תוספת 12 מקומות חניה.",NULL,"תמ""א - חיזוק ועיבוי",דנגור,8600,NULL,2012,NULL,NULL,  הגשת בקשה להיתר,NULL,9,26,NULL,17,NULL,"תמ""א",רמת גן,2012-12-23,NULL,NULL
16-646430,646430,16001376,NULL,NULL,NULL,38,NULL,NULL,NULL,כן,8600,"הרב לוין 38,רמת גן",תל אביב,"בניין מגורים בן 3 ק' מעל ק' עמודים, סה""כ 9 דירות, ללא חניות, מבקשים: תוספת 2 דירות בקרקע ועוד 8 דירות ב-2.5 קומות, סה""כ 9 דירות קיימות +  10 דירות חדשות, סה""כ 19 דירות  ו- 14 מקומות חניה.",NULL,"תמ""א - חיזוק ועיבוי",הרב לוין,8600,NULL,2011,NULL,NULL,  הגשת בקשה להיתר,NULL,9,19,NULL,10,NULL,"תמ""א",רמת גן,2011-06-21,NULL,NULL
16-646451,646451,16001379,NULL,NULL,NULL,18,NULL,NULL,NULL,כן,8600,"נוה יהושע 18,רמת גן",תל אביב,"הריסת בנין קיים בן 2 קומות 4 יח""ד. בניה מחדש בנין בן 7 קומות מעל קומת קרקע וקומת גג חלקית (9 ק' ברוטו) , מעל 1 מרתפי חניה הכוללים 32 חניות . סה""כ 32 יח""ד מתוכן 2 בקומת הקרקע ו 2 יח""ד בקומת הגג .",NULL,"תמ""א - הריסה ובנייה מחדש",נוה יהושע,8600,NULL,2018,NULL,NULL,  הגשת בקשה להיתר,NULL,4,32,NULL,28,NULL,"תמ""א",רמת גן,2018-07-29,NULL,NULL
16-648242,648242,16001539,NULL,NULL,NULL,10,NULL,NULL,2,כן,8600,"שד' התמרים 10,רמת גן",תל אביב,"חיזוק מבנה בן 3 קומות ו-15 יחד במסגרת תמא 38 1. תוספת 2 קומות חדשות וקומת גג חלקית ו-12 יחד חדשות, מפלס גג טעני וכן הוספת מעלית.",NULL,"תמ""א - חיזוק ועיבוי",שד' התמרים,8600,NULL,2021,NULL,NULL,  הגשת בקשה להיתר,NULL,15,27,NULL,12,NULL,"תמ""א",רמת גן,2021-05-10,NULL,NULL
16-648244,648244,16001540,NULL,NULL,NULL,193,NULL,NULL,NULL,כן,8600,"הראה"" 193,רמת גן",תל אביב,הריסת בניין קיים בן 2 קומות עג קומה חלקית הכולל 9 יחד והקמת בניין מגורים חדש בן 8 קומות מעל קומת קרקע וקומת גג חלקית מעל 3 קומות מרתף הכולל 26 יחד מתוכן אחת בקומת הקרקע ואחת בקומת הגג + 27 מקומות חניה תת-קרקעיים מתוכן 26 מקומות חניה במתקן רובוטי.,NULL,"תמ""א - הריסה ובנייה מחדש","הראה""",8600,NULL,2022,NULL,NULL,  הגשת בקשה להיתר,NULL,9,26,NULL,17,NULL,"תמ""א",רמת גן,2022-09-19,NULL,NULL
16-648256,648256,16001541,NULL,NULL,NULL,32,NULL,NULL,NULL,כן,8600,"הרכסים 32,רמת גן",תל אביב,"הריסת בנין קיים בן 2 קומות 8 יחד. בניה מחדש בנין בן 7 קומות מעל קומת קרקע וקומת גג חלקית (9 ק' ברוטו), מעל 2 מרתפי חניה משותפים עם הרכסים 34 הכוללים 24 חניות . סהכ 24 יחד מתוכן 1 בקומת הקרקע ו 2 יחד בקומת הגג .",NULL,"תמ""א - הריסה ובנייה מחדש",הרכסים,8600,NULL,2019,NULL,NULL,  הגשת בקשה להיתר,NULL,8,24,NULL,16,NULL,"תמ""א",רמת גן,2019-07-31,NULL,NULL
16-648260,648260,16001542,NULL,NULL,NULL,39,NULL,NULL,NULL,כן,8600,"כנפי נשרים 39,רמת גן",תל אביב,"חיזוק ותוספת לבניין קיים בן 2 קומות מעל קומת מסחר הכולל 6 יח""ד ו 3 חנויות מוסיפים 2 קומות עם 3 יח""ד בקומה וקומת גג חלקית עם 2 יח""ד. סה""כ בבניין 4 קומות מעל קומת מסחר וקומת גג חלקית (6 ברוטו) 14 יח""ד ו 3 חנויות",NULL,"תמ""א - חיזוק ועיבוי",כנפי נשרים,8600,NULL,2019,NULL,NULL,  הגשת בקשה להיתר,NULL,6,14,NULL,8,NULL,"תמ""א",רמת גן,2019-01-29,NULL,NULL
16-648230,648230,16002396,NULL,NULL,NULL,55,NULL,NULL,NULL,כן,8600,"ארלוזורוב 55,רמת גן",תל אביב,"הריסת בנין קיים בן 2 קומות מעל קומת קרקע  4 יח""ד. בניה מחדש בנין בן 8 קומות מעל קומת קרקע, קומת מדרון  וקומת גג חלקית , מעל 2 מרתפי חניה הכוללים 39 חניות . סה""כ 39 יח""ד מתוכן 3 בקומת הקרקע ו 2 יח""ד בקומת הגג .",NULL,"תמ""א - הריסה ובנייה מחדש",ארלוזורוב,8600,NULL,2019,NULL,NULL,  הגשת בקשה להיתר,NULL,4,39,NULL,35,NULL,"תמ""א",רמת גן,2019-04-08,NULL,NULL
16-648233,648233,16002397,NULL,NULL,NULL,4,NULL,NULL,NULL,כן,8600,"בן יוסף 4,רמת גן",תל אביב,"הריסת בנין קיים בן 2 קומות מעל קומת קרקע חלקית  6 יח""ד בניה מחדש בנין בן 8 קומות מעל קומת קרקע וקומת גג חלקית (10 ק' ברוטו) , מעל 2 מרתפי חניה משותפים עח בן יוסף 6  הכוללים  59 חניות . סה""כ 18 יח""ד מתוכן 1 בקומת הקרקע ו 1 יח""ד בקומת הגג .",NULL,"תמ""א - הריסה ובנייה מחדש",בן יוסף,8600,NULL,2019,NULL,NULL,  הגשת בקשה להיתר,NULL,6,18,NULL,12,NULL,"תמ""א",רמת גן,2019-04-14,NULL,NULL
16-648238,648238,16002398,NULL,NULL,NULL,88,NULL,NULL,NULL,כן,8600,"הרצל 88,רמת גן",תל אביב,NULL,NULL,NULL,הרצל,8600,NULL,NULL,NULL,NULL,    הגשת בקשה למידע,NULL,NULL,NULL,NULL,NULL,NULL,"תמ""א",רמת גן,NULL,NULL,NULL
16-648239,648239,16002399,NULL,NULL,NULL,12,NULL,NULL,NULL,כן,8600,"אלימלך 12,רמת גן",תל אביב,"הריסת בנין קיים בן 3 קומות  8 יחד. בניה מחדש בנין בן 7 קומות מעל קומת קרקע וקומת גג חלקית (9 ק' ברוטו) , מעל 2 מרתפי חניה הכוללים 25 חניות . סהכ 24 יחד מתוכן 2 בקומת הקרקע ו 2 יחד בקומת הגג .",NULL,"תמ""א - הריסה ובנייה מחדש",אלימלך,8600,NULL,2019,NULL,NULL,  הגשת בקשה להיתר,NULL,8,24,NULL,16,NULL,"תמ""א",רמת גן,2019-09-02,NULL,NULL
16-648252,648252,16002400,NULL,NULL,NULL,12,NULL,NULL,NULL,כן,8600,"חצור 12,רמת גן",תל אביב,"הריסת בנין קיים בן 4 קומות מעל קומת עמודים 10 יח""ד. בניה מחדש בנין בן 8 קומות מעל קומת קרקע וקומת גג חלקית , מעל 4 מרתפי חניה הכוללים 36 חניות . סה""כ 36 יח""ד מתוכן 2 בקומת הקרקע ו 2 יח""ד בקומת הגג .",NULL,"תמ""א - הריסה ובנייה מחדש",חצור,8600,NULL,2019,NULL,NULL,  הגשת בקשה להיתר,NULL,10,36,NULL,26,NULL,"תמ""א",רמת גן,2019-02-24,NULL,NULL
16-650130,650130,16002476,NULL,NULL,NULL,72,NULL,3,NULL,כן,8600,"רוקח 72,רמת גן",תל אביב,"הריסת בנין קיים בן 3 קומות מעל הקרקע  6 יחד. בניה מחדש בנין בן 6 קומות מעל קומת קרקע וקומת גג חלקית (8 ק' ברוטו), מעל 2 מרתפי חניה משותפים עם רוקח 70 (חלקה 277) הכוללים 29 חניות. סהכ 14 יחד מתוכן 1 בקומת הקרקע ו 1 יחד בקומת הגג.",39523,"תמ""א - הריסה ובנייה מחדש",רוקח,8600,NULL,2019,NULL,NULL,  הגשת בקשה להיתר,03/10/2017,6,14,NULL,8,NULL,"תמ""א",רמת גן,2019-09-05,NULL,NULL
16-650137,650137,16002477,NULL,NULL,NULL,10,NULL,NULL,NULL,כן,8600,"אלימלך 10,רמת גן",תל אביב,"הריסת בנין קיים בן 3 קומות 6 יחד. בניה מחדש בנין בן 7 קומות מעל קומת קרקע וקומת גג חלקית (9 ק' ברוטו), מעל 2 מרתפי חניה הכוללים 21 חניות . סהכ 18 יחד מתוכן 1 בקומת הקרקע ו 1 יחד בקומת הגג .",NULL,"תמ""א - הריסה ובנייה מחדש",אלימלך,8600,NULL,2019,NULL,NULL,  הגשת בקשה להיתר,NULL,6,18,NULL,12,NULL,"תמ""א",רמת גן,2019-09-02,NULL,NULL
16-650144,650144,16002478,NULL,NULL,NULL,19,NULL,NULL,NULL,כן,8600,"אלוף נחמיה תמרי 19,רמת גן",תל אביב,"הריסת בנין קיים בן 2 קומות מעל הקרקע  10 יחד. בניה מחדש בנין בן 8 קומות מעל קומת קרקע וקומת גג חלקית (10 ק' ברוטו) , מעל 3 מרתפי חניה משותפים עם נחמיה תמרי 17 (חלקה 488) הכוללים 55 חניות . סהכ 26 יחד מתוכן 2 בקומת הקרקע ו 1 יחד בקומת הגג .",NULL,"תמ""א - הריסה ובנייה מחדש",אלוף נחמיה תמרי,8600,NULL,2019,NULL,NULL,  הגשת בקשה להיתר,NULL,10,26,NULL,16,NULL,"תמ""א",רמת גן,2019-12-19,NULL,NULL
16-650146,650146,16002479,NULL,NULL,NULL,12,NULL,NULL,NULL,כן,8600,"מוצא 12,רמת גן",תל אביב,פורסמו ההקלות/ההודעות הבאות : א. הקלות לפי סעיף 149 לחוק התכנון והבניה: 1. תוספת קומת מרתף שנייה לצורך עמידה בדרישות תקן חניה.     לאשר לשם עמידה בתקן חניה 2. הגבהת גובה קומת מרתף ל-6 מ' מעבר לקבוע בתכנית רג/340/ג/3 לשם התקנת      מתקני חניה.    לאשר לשם,NULL,"תמ""א - חיזוק ועיבוי",מוצא,8600,NULL,2019,NULL,NULL,  הגשת בקשה להיתר,NULL,6,6,NULL,0,NULL,"תמ""א",רמת גן,2019-09-16,NULL,NULL
16-650148,650148,16002480,NULL,NULL,NULL,19,NULL,NULL,NULL,כן,8600,"לוחמי סיני 19,רמת גן",תל אביב,"הריסת 2 בניינים קיימים בני  2 קומות מעל הקרקע  20 יחד סהכ. בניה מחדש בנין בן 8 קומות מעל קומת קרקע וקומת גג חלקית (10 ק' ברוטו) , מעל 3 מרתפי חניה הכוללים 58 חניות . סהכ 55 יחד מתוכן 3 בקומת הקרקע ו 4 יחד בקומת הגג . תבע 506-0581736 רג/מק/1707/א מאושרת ל",NULL,"תמ""א - הריסה ובנייה מחדש",לוחמי סיני,8600,NULL,2019,NULL,NULL,  הגשת בקשה להיתר,NULL,20,55,NULL,35,NULL,"תמ""א",רמת גן,2019-07-22,NULL,NULL
16-650163,650163,16002481,NULL,NULL,NULL,10,NULL,NULL,NULL,כן,8600,"משען כפר גמלאים 10,רמת גן",תל אביב,NULL,NULL,NULL,משען כפר גמלאים,8600,NULL,NULL,NULL,NULL,    הגשת בקשה למידע,NULL,NULL,NULL,NULL,NULL,NULL,"תמ""א",רמת גן,NULL,NULL,NULL
16-650238,650238,16002489,NULL,NULL,NULL,20,NULL,NULL,NULL,כן,8600,"רוחמה 20,רמת גן",תל אביב,לבניין קיים בן 2 קומות על הקרקע וקומת גג חלקית מעל מרתף  עם 4 יחד. מוסיפים 2 קומות עם 4 יחד וקומת גג חלקית עם 2 יחד וסגירת קומה חלקית עם 1 יחד. (מימוש זכויות בנייה על הגג - יחד) סהכ בבניין 5 קומות מעל הקרקע וקומת גג חלקית  11 יחד ללא חניות.,NULL,"תמ""א - חיזוק ועיבוי",רוחמה,8600,NULL,2017,NULL,NULL,  הגשת בקשה להיתר,NULL,4,11,NULL,7,NULL,"תמ""א",רמת גן,2017-09-25,NULL,NULL
16-651532,651532,16002581,NULL,NULL,NULL,26,NULL,NULL,NULL,כן,8600,"יואב 26,רמת גן",תל אביב,הריסת בניין על מגרש מדרוני בן 2 קומות מעל קומת עמודים. סהכ 6 יחד. בניית בניין חדש בן 7 וקומת גג חלקית מעל קומת קרקע ן-2 מרתפי חניה. סהכ 15 יחד ו-17 מקומות חניה בשני מרתפים.,NULL,"תמ""א - הריסה ובנייה מחדש",יואב,8600,NULL,2020,NULL,NULL,  הגשת בקשה להיתר,NULL,6,15,NULL,9,NULL,"תמ""א",רמת גן,2020-06-18,NULL,NULL
16-651544,651544,16002582,NULL,NULL,NULL,37,NULL,NULL,NULL,כן,8600,"לאן 37,רמת גן",תל אביב,NULL,NULL,NULL,לאן,8600,NULL,NULL,NULL,NULL,    הגשת בקשה למידע,NULL,NULL,NULL,NULL,NULL,NULL,"תמ""א",רמת גן,NULL,NULL,NULL
16-651547,651547,16002583,NULL,NULL,NULL,19,NULL,NULL,NULL,כן,8600,"המעגל 19,רמת גן",תל אביב,"הריסת בנין קיים בן 3 קומות, 6 יחד, בניה מחדש של בניין בן 6 קומות מעל ק.קרקע ומעל 2 מרתפי חניה משותפים עם חלקה 671 מקומות חניה ו-2 חניות נכה, סהכ 7 קומות ברוטו ו-18 יחד.",NULL,"תמ""א - הריסה ובנייה מחדש",המעגל,8600,NULL,2020,NULL,NULL,  הגשת בקשה להיתר,NULL,6,18,NULL,12,NULL,"תמ""א",רמת גן,2020-01-26,NULL,NULL
16-651550,651550,16002584,NULL,NULL,NULL,103,NULL,NULL,NULL,כן,8600,"קריניצי 103,רמת גן",תל אביב,NULL,NULL,NULL,קריניצי,8600,NULL,NULL,NULL,NULL,    הגשת בקשה למידע,NULL,NULL,NULL,NULL,NULL,NULL,"תמ""א",רמת גן,NULL,NULL,NULL
16-651560,651560,16002585,NULL,NULL,NULL,18,NULL,NULL,NULL,כן,8600,"הנחל 18,רמת גן",תל אביב,NULL,NULL,NULL,הנחל,8600,NULL,NULL,NULL,NULL,    הגשת בקשה למידע,NULL,NULL,NULL,NULL,NULL,NULL,"תמ""א",רמת גן,NULL,NULL,NULL
16-651561,651561,16002586,NULL,NULL,NULL,12,NULL,NULL,NULL,כן,8600,"מעלה השחר 12,רמת גן",תל אביב,הריסת בניין קיים בין 2 קומות ו-2 יחד על קומת עמודים. בנייה מחדש של בניין בן 5 קומות + קומת גג חלקית מעל 3 קומות מרתף עם 15 יחד,NULL,"תמ""א - הריסה ובנייה מחדש",מעלה השחר,8600,NULL,2022,NULL,NULL,  הגשת בקשה להיתר,NULL,2,15,NULL,13,NULL,"תמ""א",רמת גן,2022-05-10,NULL,NULL
16-651571,651571,16002587,NULL,NULL,NULL,5,NULL,NULL,NULL,כן,8600,"לנדאו חיים 5,רמת גן",תל אביב,NULL,NULL,NULL,לנדאו חיים,8600,NULL,NULL,NULL,NULL,    הגשת בקשה למידע,NULL,NULL,NULL,NULL,NULL,NULL,"תמ""א",רמת גן,NULL,NULL,NULL
16-645492,645492,16003752,NULL,NULL,NULL,12,NULL,NULL,NULL,כן,8600,"אנה פרנק 12,רמת גן",תל אביב,"תוספת בנייה של 2 קומות לבנין פרניק (קיים) + מגדל ממ""מים לגובה הבנין והריסת מבנים ארעיים.",NULL,"תמ""א - הריסה ובנייה מחדש",אנה פרנק,8600,NULL,2012,NULL,NULL,  הגשת בקשה להיתר,NULL,1,0,NULL,-1,NULL,"תמ""א",רמת גן,2012-04-03,NULL,NULL
16-645501,645501,16003753,NULL,NULL,NULL,6,NULL,NULL,NULL,כן,8600,"יהודית 6,רמת גן",תל אביב,"הריסת בנין קיים בן 3 קומות מעל עמודים 8 יח""ד בניה מחדש בנין בן 8 קומות מעל קומת קרקע וקומת גג חלקית (10ק' ברוטו) , מעל 3 מרתפי חניה הכוללים 30 חניות . סה""כ 28 יח""ד מתוכן 2 בקומת הקרקע ו 2 יח""ד בקומת הגג .",NULL,"תמ""א - הריסה ובנייה מחדש",יהודית,8600,NULL,2017,NULL,NULL,  הגשת בקשה להיתר,NULL,8,28,NULL,20,NULL,"תמ""א",רמת גן,2017-10-26,NULL,NULL
16-645530,645530,16003758,NULL,NULL,NULL,5,NULL,NULL,NULL,כן,8600,"רות 5,רמת גן",תל אביב,"הריסת בניין קיים בן 3 קומות על עמודים 6 יח""ד ללא חניות. בנייה מחדש בניין בן 8 קומות וקומת גג חלקית מעל קומת קרקע ו 3 קומות מרתף חניה הכוללים 20 חניות. 18 יח""ד מתוכן 1 יח""ד בקומת הקרקע ו 1 יח""ד בקומת הגג.",NULL,"תמ""א - הריסה ובנייה מחדש",רות,8600,NULL,2016,NULL,NULL,  הגשת בקשה להיתר,NULL,6,18,NULL,12,NULL,"תמ""א",רמת גן,2016-11-02,NULL,NULL
16-645533,645533,16003760,NULL,NULL,NULL,136,NULL,NULL,NULL,כן,8600,"דרך אבא הלל 136,רמת גן",תל אביב,"הריסת מבנה קיים בן 3 קומות 12 יח""ד 0 חניות בהיתר. בנייה מחדש בניין 8 קומות מעל קומת קרקע וקומת גג חלקית כפולה מעל 2 מרתפי חניה. 39 מתוכן 3 יח""ד בקומת הקרקע ו 4 יח""ד בקומת הגג מתוכן 2 יח""ד דופלקס. 37 חניות + 2 חניות נכים.",NULL,"תמ""א - הריסה ובנייה מחדש",דרך אבא הלל,8600,NULL,2014,NULL,NULL,  הגשת בקשה להיתר,NULL,12,51,NULL,39,NULL,"תמ""א",רמת גן,2014-12-18,NULL,NULL
